"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.529475890742451,0.00345653685216525,0.228479072443555,0.0267782280271193,0.00945465629583842,0.0014203585340794,0.00217523439834537,0.0238878480731535,0.0703027811483496,0.0929987199621358,0.000357572777810199,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.000435245531212303,8.54201635879919e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.000290488151662141,0.00167123773202981,1.47002141988637e-06,3.9511791948027e-05,1.19687554794803e-05,5.7170236853051e-06,3.92336797875079e-06,2.11563893537701e-06,2.46327913602581e-06,0.00398067833222638,2.30038487057894e-05,7.36003967659325e-06,1.3089644353539e-06,9.52534149777724e-06,6.05884556459638e-07,7.25078132781792e-07,2.22590196833945e-08,0.000159149683857023,5.46009871509126e-05,2.97977314841832e-07,4.17168240778565e-06,3.59459967470863e-05,8.72378252085271e-05,4.42562150940095e-06,0.000111433583173684,2.81091933667462e-05,0.0001797895791984,0.00129888311539555,3.31974704415508e-06,1.37148695570758e-06,6.6684449715962e-07,1.08165765287585e-05,1.30116760814267e-06,0.00178677130556324,1.73820100324402e-06,8.54201635879919e-07,4.76904932672297e-07,5.74599588786666e-05,6.25752361167848e-07,2.88044737680438e-07,1.25746426863253e-05,3.71478385836151e-05,7.03793773397355e-06,2.26860062366248e-05,2.00638058660167e-06,9.9425097385558e-05,0.000617905625210346,3.82727394221405e-09
0.5261,0.0035,0.2293,0.024,0.00945465629583842,0.0014,0.002,0.0238,0.0682,0.0906,2e-04,2.60810053327138e-07,2.26200303427732e-05,4.03e-05,0.000438,8.43e-06,1.07186408662396e-06,3.53250422115441e-06,1.2e-07,0.000306,0.00167123773202981,1.75e-06,6.46e-05,1.41e-05,3.41e-06,4.27e-06,2.26e-06,2.59e-06,0.00398067833222638,2.33e-05,1.01e-05,1.25e-06,1.11e-05,6.05884556459638e-07,7.5e-07,2.22590196833945e-08,0.000172,5.81e-05,3.1e-07,3.52e-06,4.9e-05,0.000105,3.4e-06,0.00013,3.28e-05,0.000201,0.000546960422178146,3.31974704415508e-06,1e-06,6.6684449715962e-07,1.19e-05,2.06405971588609e-06,0.001783,2.43e-06,1.02e-06,4.76904932672297e-07,6.88e-05,2.13064679858618e-06,3.2e-07,1.45e-05,3.02e-05,7.03793773397355e-06,2.66e-05,2.1e-06,9.05e-05,0.000636,0.0108468277247248
0.51677,0.00348,0.22433,0.02637,0.00945465629583842,0.0014,0.00217,0.02303,0.0689,0.09077,4e-04,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.0003914,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.0002758,0.001639,2.126e-06,3.742e-05,1.34782795392636e-05,5.7170236853051e-06,3.817e-06,1.942e-06,2.325e-06,0.003809,2.2e-05,6.467e-06,1.3089644353539e-06,9.007e-06,6.05884556459638e-07,7e-07,2.22590196833945e-08,0.0001561,5.313e-05,2.88e-07,4.203306130714e-06,4.184e-05,8.448e-05,4.42562150940095e-06,0.000141,2.685e-05,0.00019,0.001692,3.31974704415508e-06,5.678e-06,6.6684449715962e-07,1.06e-05,2.06405971588609e-06,0.001608,1.808e-06,7.403e-07,4.76904932672297e-07,5.529e-05,2.13064679858618e-06,2.735e-07,1.082e-05,2.619e-05,7.03793773397355e-06,2.35e-05,1.923e-06,8.35e-05,0.000554,0.0218141009905319
0.5256,0.003395,0.23018,0.02585,0.00945465629583842,0.00142,0.00232,0.02353,0.07047,0.09384,0.000477,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.00041605,7.77e-06,1.09e-06,3.53250422115441e-06,3.91319565003037e-07,0.00021775,0.00167123773202981,1.04e-06,4.38e-05,1.22e-05,6.2e-06,4.09e-06,2.2e-06,2.43e-06,0.00398067833222638,2.71e-05,7.04e-06,1.3089644353539e-06,1.118e-05,6.05884556459638e-07,7e-07,2.22590196833945e-08,0.00014911,5.179e-05,3e-07,3.67e-06,3.55e-05,8.229e-05,1.55e-06,0.00011557,2.515e-05,0.0001932,0.000546960422178146,2.73e-06,1.37148695570758e-06,6.6684449715962e-07,1.006e-05,1.65e-06,0.0016931,1.83e-06,9.1e-07,4.76904932672297e-07,4.89e-05,2.13064679858618e-06,2.9e-07,1.32e-05,3.705e-05,6.86e-06,2.368e-05,2.08e-06,8.16e-05,0.00060408,0.00322350119649217
0.5208,0.0034,0.2232,0.0267,0.00945465629583842,0.00141,1e-04,0.0236,0.0713,0.0942,0.00034,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.005198,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.000399,0.00167123773202981,1.7e-05,0.000233,2e-05,0.000109,4.15530768680767e-06,2.13289340950825e-06,2.62123308036634e-06,0.00398067833222638,2.3e-05,7.75749266762371e-06,1.3089644353539e-06,3.1e-05,6.05884556459638e-07,7.56086875100028e-07,2.22590196833945e-08,0.000237,5.46009871509126e-05,3.09069672701858e-07,2.9e-05,2.2e-05,0.000191,0.000158,0.000231,2.74896573145683e-05,0.000652,0.000546960422178146,3.31974704415508e-06,1.37148695570758e-06,6.6684449715962e-07,4e-05,2.06405971588609e-06,0.00076,2.02037998773811e-06,9.00111131564421e-07,4.76904932672297e-07,0.000123,2.13064679858618e-06,3.19296451559375e-07,1.2e-05,0.000168,7.03793773397355e-06,4.9e-05,2.00476709557621e-06,0.000103,0.000889,0.00938162476548243
0.52324654349938,0.0033343654569582,0.227134984262048,0.0280683898167824,0.00945465629583842,0.00136360617195007,0.00258786572778845,0.0223850385453701,0.078034105022544,0.0929840062653835,0.000268739902501108,1.85131932834097e-07,2.32708848906515e-05,5.26531142307727e-05,5.38276071379998e-05,8.04029974964427e-06,1.08093160783779e-06,3.53250422115441e-06,2.5480524088994e-07,0.000287681088962575,0.00167123773202981,1.53281277722854e-06,3.83203194307136e-05,8.53000357197963e-06,3.6031053594593e-06,4.22518846710076e-06,2.10512923625868e-06,2.5102297559548e-06,0.00398067833222638,1.94189462881356e-05,6.2417330688313e-06,1.3089644353539e-06,8.09205706420004e-06,6.05884556459638e-07,7.88303714003251e-07,2.22590196833945e-08,0.000161327549470332,5.7351085859681e-05,3.28459880834688e-07,4.04105186723889e-06,3.92698670862175e-05,8.89927210467559e-05,1.68211272306249e-06,0.000126387380813299,2.88865535199525e-05,0.000179060401703516,0.00192298330234126,2.69834768770557e-06,1.37148695570758e-06,2.18973253889792e-07,1.13278845569078e-05,1.77169269056286e-06,0.00168890089393308,2.59781905751071e-06,8.24135701003399e-07,4.76904932672297e-07,5.43153202943907e-05,1.48901812645059e-06,3.08553221390161e-07,1.24974007992738e-05,2.70730568445561e-05,6.92950815263969e-06,2.35694847823194e-05,2.15788188378668e-06,9.73435646837348e-05,0.000411769250610032,0
0.5262,0.0035,0.2271,0.0265,0.0113,0.0014,0.0031,0.023,0.0693,0.0925,4e-04,3.5e-07,2.213e-05,6.07883658571231e-05,0.0004314,8.83e-06,9.4e-07,3.53250422115441e-06,2.7e-07,0.0003016,0.001884,2.01e-06,4.886e-05,1.258e-05,5.12e-06,4.26e-06,2.13e-06,2.71e-06,0.003611,2.167e-05,6.82e-06,9.5e-07,1.072e-05,6.05884556459638e-07,7.7e-07,2.22590196833945e-08,0.0001711,5.46009871509126e-05,3.1e-07,4.72e-06,4.133e-05,0.0001026,7.14e-06,0.0001236,2.914e-05,0.0001961,0.001802,3.08e-06,1.37148695570758e-06,6.6684449715962e-07,1.142e-05,1.76e-06,0.001788,1.77e-06,8.5e-07,4.76904932672297e-07,6.381e-05,2.13064679858618e-06,3.19296451559375e-07,1.345e-05,2.802e-05,6.8e-06,2.401e-05,2.17e-06,9.935e-05,0.0006168,0.00405703481955899
0.514668529722408,0.00353177185641617,0.219,0.0269,0.00945465629583842,0.00144,0.0024,0.0231,0.0712,0.0947,0.00038012064556714,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.000425,8.10553990510511e-06,1.2e-06,3.53250422115441e-06,3.91319565003037e-07,0.000296,0.00167123773202981,1.7e-06,4.39806384446969e-05,1.22e-05,4.5e-06,4.2e-06,2.1e-06,2.6e-06,0.00398067833222638,2.3e-05,7.6e-06,1.3089644353539e-06,9.76486277427146e-06,6.05884556459638e-07,7.8e-07,2.22590196833945e-08,0.000163,5.5e-05,3.1e-07,4.3e-06,4.2e-05,9e-05,2.4e-06,0.000141,2.92e-05,0.000191,0.000546960422178146,2.8e-06,1.37148695570758e-06,6.6684449715962e-07,1.14e-05,1.6e-06,0.00175,2.02037998773811e-06,8.2e-07,4e-08,6.3e-05,2.4e-06,3.1e-07,1.5e-05,2.9e-05,7.03793773397355e-06,2.50456321676318e-05,2.1e-06,9.5e-05,0.000552885676193206,0.0228130758566257
0.5138,0.0035,0.2248,0.0262,0.0085,0.00135,0.0022,0.0227,0.0701,0.0907,4e-04,2.60810053327138e-07,2.4e-05,6.07883658571231e-05,0.000402,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.000318,0.00167123773202981,2.21495443888573e-06,3.5e-05,1.34782795392636e-05,5.7170236853051e-06,4.15530768680767e-06,2.13289340950825e-06,2.62123308036634e-06,0.00398067833222638,2e-05,7.75749266762371e-06,1.3089644353539e-06,9.76486277427146e-06,6.05884556459638e-07,7.56086875100028e-07,2.22590196833945e-08,0.000183,5.46009871509126e-05,3.09069672701858e-07,4.203306130714e-06,4.1e-05,9.1e-05,4.42562150940095e-06,0.000114,2.74896573145683e-05,0.000182,0.000546960422178146,3.31974704415508e-06,1.37148695570758e-06,6.6684449715962e-07,1.15208418052215e-05,2.06405971588609e-06,0.001729,2.02037998773811e-06,9.00111131564421e-07,4.76904932672297e-07,6.1e-05,2.13064679858618e-06,3.19296451559375e-07,1.4e-05,2.6e-05,7.03793773397355e-06,2.3e-05,2.00476709557621e-06,9.4e-05,0.000611,0.0253335762017806
0.5092,0.0033,0.2234,0.0255,0.00945465629583842,0.0013,0.0019,0.022,0.0734,0.0908,3e-04,2.60810053327138e-07,1.92e-05,6.07883658571231e-05,0.000419,8.10553990510511e-06,1.07186408662396e-06,2.6e-06,3.91319565003037e-07,0.0002895,0.001,2.4e-06,4.13e-05,1.07e-05,4.4e-06,4.15530768680767e-06,2.13289340950825e-06,2.62123308036634e-06,0.003,2.15e-05,7.75749266762371e-06,1.3089644353539e-06,1.33e-05,6.05884556459638e-07,7.56086875100028e-07,2.22590196833945e-08,0.0001746,5.46009871509126e-05,3.09069672701858e-07,4.2e-06,3.93e-05,7.55e-05,2.5e-06,0.000118,2.74896573145683e-05,0.0001901,0.0012,2.45e-06,1.5e-06,6.6684449715962e-07,8.4e-06,9.8e-07,0.0017189,2.02037998773811e-06,9.00111131564421e-07,4.76904932672297e-07,6.27e-05,1.2e-06,3.19296451559375e-07,1.28e-05,2.28e-05,7.2e-06,2.45e-05,2.00476709557621e-06,8.33e-05,0.0005683,0.0301234476647291
0.517,0.0034,0.2248,0.0267,0.00945465629583842,0.00139,0.0021,0.0226,0.0689,0.0908,0.00034,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.000426,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.00029883,0.00167123773202981,2.21495443888573e-06,4.4e-05,1.274e-05,5e-06,4.59e-06,2.17e-06,2.79e-06,0.00398067833222638,5e-06,6.75e-06,1.3089644353539e-06,1.016e-05,6.05884556459638e-07,8.3e-07,2.22590196833945e-08,0.0001684,5.46009871509126e-05,3.3e-07,4.203306130714e-06,4.074e-05,9.236e-05,4e-06,0.00012112,3.012e-05,0.0001927,0.000546960422178146,3.31974704415508e-06,4e-07,6.6684449715962e-07,1.204e-05,2.06405971588609e-06,0.001757,1.81e-06,9e-07,4.76904932672297e-07,6.327e-05,2.13064679858618e-06,3.2e-07,1.304e-05,3.3e-05,7.03793773397355e-06,2.592e-05,2.04e-06,1e-04,0.000603,0.0220596742872416
0.51916,0.003374,0.22687,0.026408,0.00942,0.001392,0.002274,0.022772,0.06858,0.09129,0.000366,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.00043558,8.835e-06,1.07e-06,3.53250422115441e-06,2e-07,0.00026868,0.00167123773202981,1.66e-06,4.32e-05,1.2907e-05,3.9e-06,4.1752e-06,2.0707e-06,2.4624e-06,0.00398067833222638,2.1894e-05,6.0657e-06,1.3089644353539e-06,9.69e-06,6.05884556459638e-07,7.319e-07,1.5e-08,0.000145653,5.547e-05,3.106e-07,4.756e-06,4.2956e-05,8.5694e-05,2.41e-06,0.00011939,2.7177e-05,0.00019429,0.001131,2.853e-06,1.37148695570758e-06,6.6684449715962e-07,1.1049e-05,1.79e-06,0.00171383,1.9203e-06,7.812e-07,4.76904932672297e-07,5.9645e-05,1.9471e-06,3.046e-07,1.3427e-05,2.884e-05,6.639e-06,2.5415e-05,2.024e-06,0.0001026,0.0005893,0.0171558434398921
0.5194,0.00344,0.2296,0.0261,0.00945465629583842,0.0014,0.002,0.0224,0.0668,0.0867,0.00033,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.000474,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.000302,0.00167123773202981,1.61e-06,5.7e-05,1.22e-05,3.8e-05,3.67e-06,2.13289340950825e-06,2.62123308036634e-06,0.00398067833222638,2e-05,7.75749266762371e-06,1.18e-06,8.18e-06,6.05884556459638e-07,6.8e-07,2.22590196833945e-08,0.000162,4.665e-05,3.09069672701858e-07,4.203306130714e-06,3.6e-05,0.000117,4.42562150940095e-06,0.000109,2.74896573145683e-05,0.000189,0.000546960422178146,3.31974704415508e-06,1.37148695570758e-06,6.6684449715962e-07,1.15208418052215e-05,2.06405971588609e-06,0.001533,2.02037998773811e-06,9.6e-07,4.76904932672297e-07,6.6e-05,2.13064679858618e-06,3.19296451559375e-07,1.9e-05,3.6e-05,7.03793773397355e-06,2.50456321676318e-05,2.00476709557621e-06,0.000102,0.000563,0.0220740208211493
0.5191,0.0041,0.2294,0.0257,0.00945465629583842,0.00125,0.002,0.0225,0.0684,0.0886,0.00039,2.60810053327138e-07,2.055e-05,6.07883658571231e-05,4e-04,9.62e-06,8.45e-07,3.53250422115441e-06,3.91319565003037e-07,0.000267,0.00167123773202981,2.89e-06,3.99e-05,1.188e-05,3.17e-06,3.81e-06,3.03e-06,3.08e-06,0.00398067833222638,2.343e-05,1.372e-05,1.3089644353539e-06,9.76486277427146e-06,6.05884556459638e-07,6.87e-07,1.7e-08,0.00015,5.957e-05,3.61e-07,4.17e-06,3.76e-05,8.35e-05,3.17e-06,0.0001055,2.646e-05,0.000194,0.000546960422178146,3.31974704415508e-06,3.08e-06,6.6684449715962e-07,1.02e-05,2.06405971588609e-06,0.001704,2.02037998773811e-06,1.354e-06,4.76904932672297e-07,5.88e-05,1.834e-06,3.42e-07,1.152e-05,2.227e-05,7.03793773397355e-06,2.767e-05,2.3e-06,7.91e-05,0.000583,0.0188407986323529
0.5111,0.00352,0.2278,0.0268,0.00945465629583842,0.00137,0.0015,0.0227,0.0714,0.092,0.00042,2.60810053327138e-07,2.3e-05,6.07883658571231e-05,0.000381,8.10553990510511e-06,1.07186408662396e-06,5e-06,3.91319565003037e-07,0.0002025,0.00167123773202981,2.21495443888573e-06,3.6e-05,1.34782795392636e-05,1.2e-05,3.72e-06,2e-06,2.06e-06,0.00398067833222638,2.1e-05,6.08e-06,1.3089644353539e-06,7e-06,6.05884556459638e-07,6.7e-07,2.22590196833945e-08,9.53e-05,5.46009871509126e-05,2.6e-07,4.203306130714e-06,3.5e-05,6.34e-05,4e-06,0.000118,1.97e-05,0.000181,0.000546960422178146,3.31974704415508e-06,1e-06,6.6684449715962e-07,8.59e-06,2.06405971588609e-06,0.001588,2.02037998773811e-06,7.1e-07,4.76904932672297e-07,3.911e-05,2.13064679858618e-06,2.6e-07,8e-06,2.2e-05,7.03793773397355e-06,1.83e-05,1.66e-06,8.7e-05,0.000614,0.0219643781622786
0.5141,0.00319,0.2212,0.02599,0.00945465629583842,0.00135,0.00234,0.02135,0.06776,0.09083,0.00033,2.60810053327138e-07,1.9e-05,6.07883658571231e-05,0.000393,8.10553990510511e-06,1.07186408662396e-06,6e-06,3.91319565003037e-07,0.000278,0.00241,2.21495443888573e-06,5e-05,1.34782795392636e-05,7e-06,4.15530768680767e-06,2.13289340950825e-06,2.62123308036634e-06,0.004102,2e-05,8e-06,3e-06,1.7e-05,6.05884556459638e-07,7.56086875100028e-07,2.22590196833945e-08,0.000153,5.46009871509126e-05,3.09069672701858e-07,4.203306130714e-06,3.9e-05,8.3e-05,9e-06,0.000115,2.74896573145683e-05,0.000196,0.001206,3.31974704415508e-06,1.37148695570758e-06,6.6684449715962e-07,1.15208418052215e-05,2.06405971588609e-06,0.001566,2.02037998773811e-06,9.00111131564421e-07,4.76904932672297e-07,6.1e-05,2.13064679858618e-06,3.19296451559375e-07,7e-06,2.6e-05,7.03793773397355e-06,3.1e-05,2.00476709557621e-06,9.5e-05,0.000551,0.0304373028616696
0.52355,0.0031,0.2246,0.0253,0.00945465629583842,0.0011,0.0023,0.0211,0.06975,0.09015,4e-04,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.000456,5.78e-06,7.2e-07,3.53250422115441e-06,3.91319565003037e-07,0.00029926,0.00167123773202981,2e-06,3.528e-05,9.63e-06,5e-06,3.86e-06,2.28e-06,3.28e-06,0.00398067833222638,2.2e-05,9.07e-06,9.3e-07,9.1e-06,6.05884556459638e-07,7.5e-07,2e-08,0.00017858,5.46009871509126e-05,2.9e-07,3.09e-06,3e-05,9.292e-05,4e-06,0.000115,2.883e-05,0.000175,0.000546960422178146,1.49e-06,1.5e-06,6.6684449715962e-07,1.102e-05,1.34e-06,0.001672,5.8e-07,1.11e-06,2e-07,6e-05,1.74e-06,3e-07,9.71e-06,1.9e-05,5.02e-06,2.2e-05,1.94e-06,7.8e-05,0.00058,0.0188933804714834
0.5187,0.0035,0.2216,0.029,0.00945465629583842,0.0013,0.0024,0.0268,0.0685,0.0813,0.00038,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.000425,9.5e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.000293,0.00167123773202981,1.59e-06,4.3e-05,1.4e-05,3e-06,4.28e-06,2.05e-06,2.5e-06,0.00398067833222638,2.15e-05,7.56e-06,1.3089644353539e-06,9.96e-06,6.05884556459638e-07,7.5e-07,2.22590196833945e-08,0.000168,6.1e-05,3.3e-07,4.9e-06,3e-05,9.6e-05,2.8e-06,0.00011,2.96e-05,0.000195,0.000546960422178146,3.31974704415508e-06,7.8e-07,6.6684449715962e-07,1.13e-05,1.8e-06,0.00147,2.02037998773811e-06,9.3e-07,4.76904932672297e-07,6.5e-05,1.89e-06,3.1e-07,1.34e-05,3.1e-05,8.3e-06,2.58e-05,2.06e-06,7.3e-05,0.00056,0.026968491339128
0.514668529722408,0.003003,0.22466,0.02588,0.00945465629583842,0.0014,0.00201882644469575,0.02309,0.06983,0.08794,0.00038012064556714,2.60810053327138e-07,2.21e-05,6.07883658571231e-05,0.00045,8.10553990510511e-06,1.07186408662396e-06,2.2e-06,3.91319565003037e-07,0.000303,0.00194,1.5e-06,4.36e-05,1.29e-05,5.7170236853051e-06,4.9e-06,2.13289340950825e-06,2.52e-06,0.00398067833222638,2.14823662766633e-05,7.75749266762371e-06,1.3089644353539e-06,1.01e-05,6.05884556459638e-07,7.56086875100028e-07,2.22590196833945e-08,0.0001657,5.46009871509126e-05,2.7e-07,4.203306130714e-06,3.77642075454809e-05,9.2e-05,4.42562150940095e-06,0.000110607557918454,2.74896573145683e-05,0.000186,0.000546960422178146,2.8e-06,1.85e-07,6.6684449715962e-07,1.11e-05,2.06405971588609e-06,0.00182,1.66e-06,7.8e-07,4.76904932672297e-07,6.39e-05,2.13064679858618e-06,3.19296451559375e-07,1.26e-05,2.9e-05,6.2e-06,2.50456321676318e-05,1.94e-06,9.9e-05,0.00061,0.0268710775445604
0.5143,0.0035,0.2208,0.0269,0.0088,0.00139,0.00223,0.02302,0.069,0.091,0.00038012064556714,2.60810053327138e-07,2.42176e-05,4.7e-05,0.0004231815,8.1549e-06,1.0686e-06,3.53250422115441e-06,2.284e-07,0.0002950681,0.001855,1.4565e-06,4.60943e-05,1.19474e-05,5.7170236853051e-06,4.3006e-06,2.0542e-06,2.5799e-06,0.004481,2.31736e-05,7.1675e-06,1.3609e-06,1.01369e-05,6.05884556459638e-07,7.701e-07,2.22590196833945e-08,0.0001580909,5.4e-05,3.152e-07,4.1162e-06,3.71238e-05,8.99585e-05,4.42562150940095e-06,0.0001175355,2.90337e-05,0.0001823074,0.001779,2.8165e-06,1.37148695570758e-06,4e-08,1.15845e-05,2.0753e-06,0.001789599,1.9901e-06,8.244e-07,4.76904932672297e-07,5.99023e-05,2.13064679858618e-06,2.902e-07,1.34182e-05,2.62067e-05,6.7447e-06,2.53839e-05,2.0791e-06,0.0001086933,0.0006319766,0.0262802692127005
