"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","NA","Ag","As","Au","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"1","Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"157.418868727947",NA,NA,NA,NA,"11.1052749471403",NA,"48.0515967007786","291.688303028637","0.0328323856107231","85.5661538675012","3.51613387214877","2.10332570333524","0.909461659192806",NA,"16.6459870906318","3.35027172982012","1.44667009046613","1.48624871585744",NA,"0.69700594543647",NA,NA,NA,"4.84089906646578",NA,"0.303067182329091",NA,NA,"3.94911843805623","7.98220887341198","143.69163447397",NA,"3.28247886276974",NA,"1.62351939847454",NA,"1.90117841141321",NA,NA,NA,NA,"0.322476200863101","39.3249788123366",NA,"2.20882833126074",NA,"167.308743211148","0.337094316290099","0.497945803778198",NA,"0.311715485220595","0.0117203427751515","0.290342733688528","0.324252754711934","241.463909418194","0.200891502063926","17.8497856562685","2.11483961802438","84.0410333398677","50.2426403597378"
"2","Q1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00569830136299947",NA,"0.120177109302931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Q2","48.23","1.179","17.437","10.392","7.72","0.166","8.529","12.148","2.144","0.186","0.14",NA,NA,"-0.26",NA,NA,NA,NA,NA,"191.4",NA,NA,NA,NA,NA,NA,NA,"326.9",NA,"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.3",NA,"144.6",NA,"3.9",NA,NA,NA,"3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"167.9",NA,NA,NA,NA,NA,NA,NA,"231.2",NA,"22",NA,"70.6","55.5"
"4","Q2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"3",NA,NA,NA,NA,NA,NA
"5","Q3","47.9","1.19","17.48","10.44","7.54","0.166","8.58","12.3","2.09","0.19","0.14",NA,"0.2","-0.28",NA,NA,NA,NA,NA,"175",NA,NA,NA,NA,NA,NA,"48.4","315.2",NA,"83.6",NA,NA,NA,NA,"16.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"165",NA,NA,NA,NA,NA,NA,NA,"254",NA,"15.6",NA,"76.6","53.5"
"6","Q4","48.458","1.176","17.491","10.453","7.824","0.174","8.584","12.145","2.076","0.187","0.141",NA,NA,NA,NA,"0.04","1.6",NA,NA,"171","0.4",NA,NA,"0.1","10.68",NA,NA,"306","0.05","96","3.24","2.1","0.97","150","16.7","2.67","1.4","1.3",NA,"0.66",NA,NA,NA,"4.8",NA,"0.31","0.9",NA,"3.9","8.22","129",NA,"2",NA,"1.59",NA,"2.5",NA,NA,NA,"158",NA,"28",NA,"2.55","1.7","169","0.2","0.48",NA,"0.3",NA,NA,"0.28","227",NA,"20.7","1.98","68","53"
"7","Q5","48.065","1.151","17.604","10.244","7.13","0.156","8.452","12.31","1.818","0.186","0.14",NA,NA,"-0.14",NA,NA,NA,NA,NA,"161",NA,NA,NA,NA,NA,NA,"57","295",NA,"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"125",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"168",NA,NA,NA,NA,NA,NA,NA,"225",NA,"13",NA,"69","60"
"8","Q6","48.349","1.164","17.43","10.247",NA,"0.165","8.573","12.153","2.081","0.183","0.146",NA,NA,"-0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.8",NA,"139.5",NA,"1.5",NA,NA,NA,"2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"170.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.9",NA,"70.4","57.7"
"9","Q6.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.1",NA,NA,"161",NA,NA,NA,NA,NA,NA,"45.9","295.3",NA,NA,NA,NA,NA,NA,"17.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108.3",NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"227.2",NA,NA,NA,NA,NA
"10","Q7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150",NA,NA,NA,NA,"11",NA,"46","220",NA,"82","4","2.3",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,"5.1",NA,NA,NA,NA,NA,"8.6","150",NA,NA,NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.4",NA,"140",NA,NA,NA,NA,NA,NA,NA,"210",NA,"17","2.2","5.7",NA
"11","Q8","47.95","1.21","17.66","10.37","7.23","0.16","8.42","11.54","2.29","0.2","0.14",NA,NA,"0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"180",NA,NA,NA,NA,NA
"12","Q9","47.58","1.15","17.4","10.55",NA,"0.15","8.43","11.85","1.97","0.21","0.14",NA,NA,"-0.16",NA,NA,NA,NA,NA,"168","0.36",NA,NA,NA,"33.9",NA,"47.3","312","0.04","87","3.29","2.11","1.05",NA,"15.9","2.81",NA,"1.48",NA,"0.75",NA,NA,NA,"5.09",NA,"0.29",NA,NA,"3.8","8.45","154",NA,"3.3",NA,"1.73",NA,"1.84",NA,NA,NA,NA,NA,"35.4",NA,"2.37",NA,"165","0.27","0.5",NA,"0.31","0.02","0.31","0.33","250",NA,"20.5","1.98",NA,"51.6"
"13","Q10","48.31","1.14","17.37","10.3","7.24","0.16","8.52","11.57","2.21","0.2","0.14","0.5",NA,NA,NA,NA,NA,NA,"22","171","0.5",NA,NA,"0.1","10.7",NA,"43.8","293",NA,"91","3.08","2.26","0.88",NA,"14","2.74","1.1",NA,NA,"0.65",NA,"0.04",NA,"5.1","6","0.28","0.29",NA,"4","7.7","131.5",NA,"2.8",NA,"1.67",NA,"2",NA,NA,NA,NA,NA,"35",NA,"2.2","0.8","176",NA,"0.51",NA,"0.5",NA,"0.28","0.29","237",NA,"18","1.9","60","50"
"14","Q11","47.57","1.18","17.54","10.52",NA,"0.17","8.42","12.32","2.14","0.19","0.13","0.05","0.114",NA,NA,NA,NA,NA,NA,"180.74","0.44",NA,NA,"0.05","12.88",NA,"49.4","278.58","0.033","93.33","3.472","2.259","1.028",NA,"17.14","3.228",NA,"1.6",NA,"0.748",NA,NA,NA,"5.44","6.94","0.332","0.9",NA,"4","8.83","157.86",NA,"3.2",NA,"1.833",NA,"1.99",NA,NA,NA,NA,"0.13","40.01",NA,"2.47","1.2","169.1","0.27","0.551",NA,"0.35","0.02","0.335","0.473","263.33","0.27","19.69","2.17","72.22","59.8"
"15","Q12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"153",NA,NA,NA,NA,"11.1",NA,"43.4",NA,"31.6","74.6","3.23","2.06","0.918",NA,"14.8","2.81",NA,"1.29",NA,"0.74",NA,NA,NA,"4.82",NA,"0.313",NA,NA,"3.62","8.02",NA,NA,NA,NA,"1.62",NA,"4.42",NA,NA,NA,NA,NA,NA,NA,"2.12",NA,"155","0.247","0.479",NA,"0.308",NA,"0.305","0.317","237",NA,"17.2","1.97",NA,"44.6"
"16","Q13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.37",NA,NA,NA,"0.39",NA,NA,"0.05","13.3",NA,"45.4",NA,NA,NA,"3.08","1.87","0.98",NA,"15.3","2.72","1.11","1.53",NA,"0.69",NA,NA,NA,"5.83",NA,"0.3",NA,NA,"4.23","8.42",NA,NA,NA,NA,"1.79",NA,NA,NA,NA,NA,NA,"0.12",NA,NA,"2.33",NA,NA,"0.28","0.49",NA,"0.68",NA,"0.32","0.29",NA,"1.24","17.7","1.96",NA,"57.5"
"17","Q14","47.5","1.14","17.4","10.3",NA,"0.16","8.49","12.2","2.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Q15","48.41","1.12","17.33","10.27",NA,"0.14","8.71","11.67","2.07","0.19","0.14",NA,NA,"-0.2",NA,NA,NA,NA,NA,"176.1","0.4",NA,NA,NA,"11.4",NA,"47.96","328.2","0.03","90.14","3.27","2.02","0.96",NA,"16.03","2.78","1.47","1.53",NA,"0.74",NA,NA,NA,"5.21","6.81","0.36",NA,NA,"4.26","8.57","156.4",NA,"3.27",NA,"1.66",NA,"2.38",NA,NA,NA,NA,NA,"38.01",NA,"2.4",NA,"171.5","0.3","0.52",NA,"0.33",NA,"0.31","0.28","248",NA,"20.76","2.11","75.37","55.78"
"19","Q16","48.276","1.185","17.438","10.122","7.84","0.164","8.512","12.061","2.07","0.176","0.129",NA,NA,"-0.26",NA,NA,NA,NA,NA,"177.74",NA,NA,NA,NA,"11.52",NA,"45.68","300.94","0.035","84.88","3.346","2.066","0.949",NA,"16.01","3.08",NA,"1.451",NA,"0.722",NA,NA,NA,"5.146",NA,"0.334",NA,NA,"4.413","8.615","146.44",NA,"3.243",NA,"1.771",NA,"1.905",NA,NA,NA,NA,NA,"36.478",NA,"2.41",NA,"169.38","0.274","0.489",NA,"0.325",NA,"0.33","0.363","237.94",NA,"20.799","2.058","70.826","56.107"
"20","Q17","48.06","1.18","17.49","10.37",NA,"0.17","8.74","12.13","2.1","0.18","0.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Q18","48.2","1.14","17.6","10.3",NA,"0.17","8.55","12.1","1.98","0.18","0.14",NA,NA,"0.12",NA,NA,NA,NA,NA,"170",NA,NA,NA,"0.08","12.3",NA,"49.3","208","0.1","85","3.44","3.04","1.02",NA,NA,"3.14",NA,"1.58",NA,"0.75",NA,NA,NA,"5.23","5.79","0.33",NA,NA,NA,"8.59","163",NA,"2.99",NA,"1.77",NA,"2.41",NA,NA,NA,NA,"0.11","32.7",NA,"2.52",NA,"166",NA,"0.52",NA,"0.39",NA,"0.33","0.28","258",NA,"19.2","2.09","76.2","74.6"
"22","Q19","48","1.32","17.41","10.36","6.18","0.16","7.52","12.65","1.97","0.18","0.13","0.42",NA,"0.34",NA,NA,"2",NA,NA,"159",NA,NA,NA,NA,"36","61","52","398","0","106","3","2","1","119","17","2",NA,"7",NA,NA,NA,NA,NA,"4",NA,NA,"5",NA,"8","12","168",NA,"10",NA,"2",NA,"4",NA,NA,NA,"126","7","53",NA,"12",NA,"168",NA,"2",NA,NA,NA,NA,NA,"241","2","17","3","89","68"
"23","Q20","48.061","1.174","17.178","10.375",NA,"0.164","8.491","12.115","2.088","0.182","0.135",NA,NA,"-0.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Q21","47.8","1.177","18.4","10.07",NA,"0.1574","8.33","11.82","2.22","0.1803","0.1443",NA,"0.151",NA,NA,NA,NA,NA,NA,"159",NA,NA,NA,NA,"13",NA,"47","304",NA,"93.6","3.09","2.18","0.94",NA,"15.6","2.7",NA,"1.23",NA,"0.68",NA,NA,NA,"5.18",NA,"0.32",NA,NA,"3.88","8.88","153",NA,"3.75",NA,"1.63",NA,"2.03",NA,NA,NA,NA,NA,"33.5",NA,"2.26","1.66","161","0.16","0.49",NA,NA,NA,"0.29",NA,"253",NA,"19","2.06","75","51.7"
"25","Q22","48.429","1.163","17.423","10.263",NA,"0.165","8.471","12.189","2.118","0.18","0.129",NA,NA,NA,NA,NA,"1.48",NA,NA,"140",NA,NA,NA,NA,NA,NA,NA,"255",NA,"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"215",NA,NA,NA,"55",NA
"26","Q23","45.84","1.17","19.49","10.2",NA,"0.15","8.51","12.15","2.16","0.2","0.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,NA,NA,"85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","4","141",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"165",NA,NA,NA,NA,NA,NA,"1",NA,NA,"21",NA,"68","60"
"27","Q24","47.9","1.16","17.34","10.22",NA,"0.147","8.46","12.14","2.15","0.2","0.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Q25","48.027","1.172","17.454","10.327",NA,"0.163","8.451","12.093","2.033","0.202","0.137",NA,NA,"-0.177",NA,NA,"2.3",NA,NA,"179.3",NA,NA,NA,NA,"12",NA,NA,"319",NA,"95.5",NA,NA,NA,NA,"14.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"145",NA,"1.8",NA,NA,NA,"3",NA,NA,NA,NA,NA,"23.5",NA,NA,NA,"174",NA,NA,NA,NA,NA,NA,NA,"213.8",NA,"20",NA,"74.5","66"
"29","Q26","48.5","1.16","17.3","10.2",NA,"0.156","8.69","12.3","1.93","0.177","0.137",NA,NA,"-0.01",NA,NA,"2.67",NA,NA,"177",NA,NA,NA,NA,"10.46",NA,"48","317",NA,"101","3","1.9","0.9",NA,"14","2.6",NA,"2",NA,"0.6",NA,NA,NA,"4.5",NA,"0.26",NA,NA,"3.17","7.51","146",NA,"2.94",NA,"1.56",NA,"5",NA,NA,NA,NA,NA,"47","4.67","2.13",NA,"166",NA,"0.45",NA,"0.24",NA,"0.26","0.25","242","8","18","1.82","74","46"
"30","Q26.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1",NA,NA,NA,NA,"0.3",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.24",NA,NA,"0.25",NA,NA,NA,NA,NA,NA
"31","Q27","48.35","1.143","17.11","10.11",NA,"0.153","8.43","12.37","2.062","0.128","0.116",NA,NA,NA,NA,NA,NA,NA,NA,"181",NA,NA,NA,NA,"13",NA,"57","298",NA,"87","2.8","1.9","1",NA,"18","2.2","1.1",NA,NA,"0.6",NA,NA,NA,"6",NA,"0.12",NA,NA,"4","9.1","132",NA,"3.5",NA,"2",NA,"2",NA,NA,NA,NA,NA,"39",NA,"2.2",NA,"169",NA,"0.33",NA,NA,NA,"0.08",NA,"225",NA,"19.5","1.6","63","55"
"32","Q28","43.6","0.88","21.45","9.2",NA,"0.15",NA,"10.7",NA,"0.154",NA,NA,NA,NA,NA,NA,NA,NA,NA,"190",NA,NA,NA,"4","13",NA,NA,"280",NA,"93",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,"2","10","126",NA,"2",NA,NA,NA,NA,NA,NA,NA,"820",NA,NA,NA,NA,NA,"148",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17",NA,"60","50"
"33","Q29",NA,"1.2",NA,"10.25",NA,"0.162",NA,"11.9",NA,"0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,"275",NA,"102",NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"117",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"167",NA,NA,NA,NA,NA,NA,NA,"235",NA,"20",NA,"71","50"
"34","Q30","47.717","1.177","17.178","10.437",NA,"0.165","8.776","12.084","1.934","0.179","0.139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Q31","47.89","1.05","17.23","9.98","7.19","0.171","8.8","12.34","2.03","0.19","0.122","0.4","0.135","-0.34",NA,NA,"1.5",NA,NA,"161","0.95","3.5",NA,NA,"11.8",NA,"40.5","352",NA,"91.9","3.36","1.77","0.85","290",NA,"3.41",NA,NA,NA,NA,NA,NA,NA,"4.5",NA,"0.35",NA,NA,"5","8.1","142",NA,NA,NA,"1.35",NA,"5.5",NA,NA,NA,"90",NA,"31",NA,"1.9",NA,"161",NA,NA,NA,"4",NA,"0.41",NA,"245",NA,"19","2.37","89","51.5"
"36","Q32","47.8","1.16","17.3","10.31","7.31","0.16","8.4","12.15","2.05","0.18","0.14","0.34","0.13","-0.338",NA,NA,NA,NA,NA,"173",NA,NA,NA,NA,NA,NA,"42","319",NA,"76",NA,NA,NA,NA,"12",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"148",NA,"4",NA,NA,NA,"2",NA,NA,NA,NA,NA,"25",NA,NA,NA,"162","2",NA,NA,NA,NA,NA,NA,"252",NA,"17",NA,"74","62"
"37","Q33","47.5","1.17","17.3","10.4",NA,"0.17","8.4","12.3","1.6","0.18","0.12",NA,"0.08",NA,NA,"0.2","8",NA,NA,"148",NA,"0.4",NA,"0.2","11",NA,"28","241",NA,"80","3","2","0.8","130",NA,"2.6",NA,"1.6",NA,"0.7",NA,NA,NA,"5","5","0.3","1.4",NA,"10","7.7","117",NA,"1.8",NA,"1.5",NA,"1.8",NA,NA,NA,"170","0.2","23","2","2.2","2.1","118","1.2","0.5","13.5","0.6","0.3","0.3","0.3","282","1","17","1.8","64","49"
"38","Q34","48.17","1.18","17.37","10.36",NA,"0.17","8.38","12.1","2.15","0.19","0.13",NA,NA,"-0.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","201",NA,"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"146",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"182",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"73",NA
"39","Q35","48.54","1.16","17.25","10.11",NA,"0.161","8.19","12.47","2.06","0.195","0.142",NA,NA,"-0.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
