"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","Ag","As","Au","B","Ba","Be","Bi","Br","C(org)","C(tot)","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"56","V67.1","*","*","*","*","*","0.135","0.199","2.336","*","*","*","*","*","2.2","0.27","22","*","24","326","9.41","*","*","680","*","*","317.89","*","1.75","48","*","4.23","4.15","2.16","2.53","3400","23.63","6.61","1.19","12.77","0.544","0.76","*","*","*","149.51","54","0.34","5.32","*","49.81","95.4","4.68","*","120","*","29.83","*","194","*","*","*","*","2.79","*","*","12.44","1.74","1755","2.07","0.82","*","54","0.24","0.32","14","24","6.56","15","2.24","110","626"
"57","V68","51.871","0.362","22.674","2.749","*","0.145","0.234","2.22","6.892","9.69","0.04","*","*","3.12","*","*","*","*","414","*","*","*","*","*","*","*","*","2.6","54","*","4","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","9","*","52.8","*","7","*","146","*","*","*","218","*","*","*","*","*","*","*","*","*","1718","*","*","*","55","*","*","*","26","*","32","*","84","666"
"58","V70","52.623","0.177","20.9","2.25","*","0.0936","0.128","2.53","7.01","9.11","0.0346","*","*","3.658","*","*","*","*","515","*","*","*","*","*","0.043","*","2210","0.947","31.27","*","8.598","*","*","*","*","*","*","*","*","*","*","*","*","*","*","43.71","*","*","*","*","*","*","*","127","*","*","*","221","*","*","*","1830","*","*","*","*","*","1890","*","*","*","*","*","*","*","64.59","*","*","*","111.2","515"
"59","V71","51.7","0.31","22.4","2.56","1.04","0.134","0.38","2.29","7.4","9.4","*","*","*","3.15","*","*","*","46","420","8.6","*","*","*","0.22","*","280","*","*","43","*","*","*","*","*","*","*","*","*","10","*","*","*","*","*","162","53","*","*","*","40","*","*","*","114","*","*","*","191","*","*","*","*","*","*","*","*","*","1751","*","*","*","*","*","*","*","*","*","25","*","*","568"
"60","V72","52.36","0.36","22.64","2.67","1.02","0.14","0.22","2.32","6.98","9.16","0.04","1.73","*","3.06","0.1","20.2","*","48","428","8.4","1.16","*","*","*","0.098","300","*","1.58","41.3","12.9","5.77","4.76","2.34","2.55","*","21.6","8.3","1","10.5","0.65","0.88","*","*","*","170","50.9","0.33","4.76","*","40.9","91.2","3.66","*","115","*","31.8","*","212","*","*","*","*","2.18","0.32","*","11.8","1.28","1520","1.87","1.07","*","61.4","2","0.34","11.9","30.5","4.85","24.9","2.06","97.5","693"
"61","V73","51.57","0.35","22.02","2.65","1.3","0.14","0.22","2.28","7.06","9.07","0.03","2.02","1.36","*","*","*","*","*","412","*","*","*","*","*","*","277","*","3","65","17","4","*","*","*","*","23","*","*","16","*","*","*","*","*","161","*","*","2","*","44","80","7","*","124","*","*","*","191","*","*","*","*","*","3","*","*","4","1716","1","*","*","52","*","*","10","31","1","15","*","89","596"
"62","V73.1","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","34","*","*","*","*","2","*","*","*","*","*","980","*","*","*","*","*","*","*","3594","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","488","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"63","V74","50.7","0.255","22.3","2.19","*","0.13","*","2.24","*","8.66","0.0874","*","*","*","*","*","*","*","370","*","*","*","*","*","2.7","249","*","194","196","*","55.2","*","*","6.5","*","14.1","30.5","*","*","*","*","2.4","*","*","136","*","*","*","*","30","71.1","*","*","147","*","12.5","*","186","*","*","*","*","*","*","*","*","*","1670","*","*","*","51.5","*","*","16.6","*","*","22.1","*","87","569"
"64","V75","51.81","0.35","22.51","2.67","*","0.15","0.27","2.28","6.96","9.05","0.041","*","*","2.98","0.14","24.7","0.002","85","427","9","1.05","*","*","0.34","0.19","286","*","1.7","27","13.1","4","4.3","2.1","2.8","*","23","6.2","0.8","9.9","0.7","0.8","*","0.02","*","175.6","56.2","0.3","4.6","*","44","101.4","2.7","*","122.5","*","30.8","*","198","0.003","*","*","1700","2.91","*","*","12.3","1.6","1792","1.8","0.9","*","62","2.1","0.3","13.4","26.5","7","25","2.1","94","636"
"65","V76","50.26","0.338","21.87","2.73","*","0.141","0.233","2.13","7.05","8.9","0.04","*","*","*","*","*","*","*","429","*","*","*","*","3258","*","298","*","*","48","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","168","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","1350","*","*","*","*","*","*","*","*","*","*","*","*","*","29","*","23","*","102","648"
"66","V77","51.55","0.344","22.5","2.654","*","0.133","0.227","2.264","7.031","9.253","0.032","*","*","3.296","*","*","*","*","415","*","*","*","*","*","*","*","*","*","79","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","1621","*","*","*","*","*","*","*","*","*","*","*","137","601"
"67","V78","51","0.33","22.35","2.522","*","0.14","0.26","2.22","7.04","9.46","0.04","*","*","3.23","*","22.9","*","*","354.2","*","*","*","*","*","*","262.3","*","*","36","19","6.7","*","*","*","*","21.3","*","*","*","*","*","*","*","*","153.3","*","*","*","*","37.6","*","*","*","110.2","*","*","*","183.1","*","*","*","*","4.2","*","*","*","*","1690.9","*","*","*","63.4","*","*","18.9","21","*","22","*","79.1","536"
"68","V80","52.54","0.25","23.55","2.12","*","0.13","0.36","2.12","8.07","9.66","0.06","*","*","3.16","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","0.11","*","*","*","*","*","0.4","*","*","*","*","*","*","*","*","*","*","*","*","0.12"
"69","V82","51.61","0.35","23.36","2.67","*","0.13","0.2","2.22","6.94","9.06","0.04","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"70","V82.1","*","*","*","*","*","*","*","*","*","*","*","*","*","3.36","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"71","V83","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","25.7","*","*","409.4","*","*","1.9","*","*","*","278","*","2","44.6","12.8","*","*","*","*","*","21.4","*","*","*","*","*","*","*","*","172.8","*","*","5.03","*","42.16","*","3.7","*","122.9","*","*","*","190.94","*","*","*","*","*","*","*","*","*","1679.08","*","*","*","58.8","*","*","11.9","22.9","*","23.32","*","85.75","568.8"
"72","V84","52.96","0.3512","24.1","2.435","1.175","0.1305","0.3785","2.262","6.907","9.162","*","*","*","1.3","0.173","22.94","*","*","349.4","9.421","0.943","*","*","3081","0.152","246","*","1.353","35.9","11.44","3.245","3.403","1.7","2.101","*","24.37","9.622","1.661","7.641","*","0.609","*","0.0172","*","145.2","49.47","0.268","4.207","*","37.59","83.54","1.848","*","120.48","*","25.71","*","154.5","0.005","*","*","1205","2.773","4.477","1.611","9.247","1.328","1602.1","1.856","0.809","0.084","52.21","1.868","0.267","12.3","24.54","5.34","22.12","1.745","86.51","536.44"
"73","V85","53.307","0.348","23.003","2.696","*","0.143","0.219","2.405","7.078","9.363","0.036","*","*","3.2","*","*","*","*","438.2","8.6","*","*","*","*","*","292.46","*","1.48","39.78","12.05","*","3.95","2.13","2.48","*","23.16","7.41","*","9.59","*","0.73","*","*","*","160.23","*","0.3","4.2","*","36.19","87.83","*","*","112.19","*","28.3","*","181.01","*","*","*","1307.7","*","*","*","10.89","1.31","1798.9","1.75","0.86","*","57.85","0.63","0.29","12.66","37.4","*","22.84","2.02","100.1","622.1"
"74","V86","52.61","0.35","22.93","2.4","*","0.14","0.2","2.38","6.82","9.06","0.02","*","*","2.69","*","*","*","40.3","438","8.43","*","*","*","*","0.12","306","*","1.75","64.6","14.1","3.41","4.27","2.26","2.59","*","23.3","10.1","1.25","11.1","*","0.75","*","*","*","172","58.1","0.31","3.52","*","49","105","3.4","*","130","*","32.8","*","201","*","*","*","*","*","1","*","11.9","*","1783","2.43","1.02","*","68.8","*","0.32","14.5","30.2","*","26.6","2.1","90.5","636"
"75","V87","52.35","0.33","22.57","2.54","*","0.136","0.22","2.16","6.77","9.28","0.033","*","*","3.26","*","*","*","*","*","*","*","*","*","3270","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","1910","*","*","*","*","*","2250","*","*","*","*","*","*","*","*","*","*","*","*","*"
"76","V89","51.677","0.348","22.433","2.637","*","0.14","0.217","2.303","6.89","9.077","0.04","*","*","3.328","*","*","*","*","391.4","*","*","*","*","3307","*","275.8","1639","2.126","37.42","*","*","3.817","1.942","2.325","3809","22","6.467","*","9.007","*","0.7","*","*","*","156.1","53.13","0.288","*","*","41.84","84.48","*","*","141","*","26.85","*","190","*","*","*","1692","*","5.678","*","10.6","*","1608","1.808","0.7403","*","55.29","*","0.2735","10.82","26.19","*","23.5","1.923","83.5","554"
"77","V90","52.56","0.3395","23.018","2.585","*","0.142","0.232","2.353","7.047","9.384","0.0477","*","*","2.08","*","*","*","*","416.05","7.77","1.09","*","*","*","*","217.75","*","1.04","43.8","12.2","6.2","4.09","2.2","2.43","*","27.1","7.04","*","11.18","*","0.7","*","*","*","149.11","51.79","0.3","3.67","*","35.5","82.29","1.55","*","115.57","*","25.15","*","193.2","*","*","*","*","2.73","*","*","10.06","1.65","1693.1","1.83","0.91","*","48.9","*","0.29","13.2","37.05","6.86","23.68","2.08","81.6","604.08"
"78","V92","52.43","0.34","22.56","2.57","*","0.13","0.25","2.23","7.05","8.97","0.04","*","*","3.44","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"79","V93","52.08","0.34","22.32","2.67","*","0.141","0.01","2.36","7.13","9.42","0.034","*","*","3.28","*","*","*","*","5198","*","*","*","*","*","*","399","*","17","233","20","109","*","*","*","*","23","*","*","31","*","*","*","*","*","237","*","*","29","*","22","191","158","*","231","*","*","*","652","*","*","*","*","*","*","*","40","*","760","*","*","*","123","*","*","12","168","*","49","*","103","889"
"80","V93.1","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","1.5","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"81","V94","52.57","0.335","22.82","2.82","*","0.137","0.26","2.249","7.84","9.342","0.027","*","*","*","0.186","23.38","*","52.9","54.08","8.078","1.086","*","*","*","0.256","289.03","*","1.54","38.5","8.57","3.62","4.245","2.115","2.522","*","19.51","6.271","*","8.13","*","0.792","*","*","*","162.084","57.62","0.33","4.06","*","39.454","89.41","1.69","*","126.98","*","29.022","*","179.9","*","*","*","1932","2.711","*","0.22","11.381","1.78","1696.82","2.61","0.828","*","54.57","1.496","0.31","12.556","27.2","6.962","23.68","2.168","97.8","413.7"
"82","V95","*","0.396","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","423","*","*","*","*","*","*","306","*","1.75","36.5","12.9","5.24","4.14","2.11","2.54","*","*","6.71","*","9.03","*","0.778","*","*","*","170","65.1","0.322","5.14","*","47.2","98.9","2.48","*","124","*","29.7","*","207","*","*","*","*","2.96","0.534","*","11.5","4.41","1930","1.97","0.832","*","65.3","2.56","*","13.8","30.9","*","32.4","2.17","109","598"
"83","V96","51.398","0.335","22.73","2.82","*","0.16","0.21","2.127","7.47","9.292","0.01","*","*","3.32","*","45","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6","*","*","*","*","26","*","*","*","*","*","*","*","*","*","*","*","8","*","39","*","1","*","126","*","*","*","196","*","*","*","*","*","*","*","*","*","1701","*","*","*","70","*","*","21","*","8","36","*","83","622"
"84","V97","52.47","0.3618","23.53","2.725","*","0.1419","0.2431","2.449","7.321","9.327","0.0335","*","*","*","*","*","*","*","424.3","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","1814","*","*","*","*","*","*","*","*","*","*","*","*","677.8"
"85","V98","51.64","0.332","22.5","2.63","*","0.139","0.215","2.25","7.02","9.22","*","*","*","3.24","*","*","*","*","448","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","279","*","*","*","1660","*","*","*","*","*","1805","*","*","*","*","*","*","*","*","*","*","*","*","592"
"86","V99","52.62","0.35","22.71","2.65","1.13","0.14","0.31","2.3","6.93","9.25","0.04","*","*","3.42","0.35","22.13","*","*","431.4","8.83","0.94","*","*","*","0.27","301.6","1884","2.01","48.86","12.58","5.12","4.26","2.13","2.71","3611","21.67","6.82","0.95","10.72","*","0.77","*","*","*","171.1","*","0.31","4.72","*","41.33","102.6","7.14","*","123.6","*","29.14","*","196.1","*","*","*","1802","3.08","*","*","11.42","1.76","1788","1.77","0.85","*","63.81","*","*","13.45","28.02","6.8","24.01","2.17","99.35","616.8"
"87","V100","*","*","21.9","2.69","*","0.144","0.24","2.31","7.12","9.47","*","*","*","*","*","*","*","*","425","*","1.2","*","*","*","*","296","*","1.7","*","12.2","4.5","4.2","2.1","2.6","*","23","7.6","*","*","*","0.78","*","*","*","163","55","0.31","4.3","*","42","90","2.4","*","141","*","29.2","*","191","*","*","*","*","2.8","*","*","11.4","1.6","1750","*","0.82","0.04","63","2.4","0.31","15","29","*","*","2.1","95","*"
"88","V101","51.38","0.35","22.48","2.62","0.85","0.135","0.22","2.27","7.01","9.07","0.04","*","*","3.21","*","24","*","*","402","*","*","*","*","*","*","318","*","*","35","*","*","*","*","*","*","20","*","*","*","*","*","*","*","*","183","*","*","*","*","41","91","*","*","114","*","*","*","182","*","*","*","*","*","*","*","*","*","1729","*","*","*","61","*","*","14","26","*","23","*","94","611"
"89","V102","51.8","0.36","22.5","2.66","*","0.14","0.24","2.28","6.94","9.15","0.04","*","*","3.38","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"90","V103","52.09","0.34","22.81","2.72","*","0.139","0.216","2.2","6.64","8.32","*","*","*","3.36","*","24","*","*","440","*","*","*","*","*","*","*","*","*","47","*","*","*","*","*","*","20","*","*","16","*","*","*","*","*","*","58.2","*","*","*","38","*","*","*","111","*","*","*","189","*","*","*","*","*","*","*","*","*","1694","*","*","*","54","*","*","18","21","*","26","*","79","583"
"91","V104","50.92","0.33","22.34","2.55","*","0.13","0.19","2.2","7.34","9.08","0.03","*","*","3.28","*","19.2","*","*","419","*","*","2.6","*","*","*","289.5","1000","2.4","41.3","10.7","4.4","*","*","*","3000","21.5","*","*","13.3","*","*","*","*","*","174.6","*","*","4.2","*","39.3","75.5","2.5","*","118","*","*","*","190.1","*","*","*","1200","2.45","1.5","*","8.4","0.98","1718.9","*","*","*","62.7","1.2","*","12.8","22.8","7.2","24.5","*","83.3","568.3"
"92","V105","50.42","0.32","22.82","2.66","*","0.14","0.15","2.05","6.89","9.08","0.04","*","*","3.06","*","26","*","108","178","8","*","*","*","*","*","*","*","4","25","*","5","*","*","*","*","*","*","*","*","*","*","*","*","*","*","57","*","9","*","*","*","4","*","101","*","*","*","*","*","*","*","*","*","*","*","*","*","1814","*","*","*","*","*","*","*","30","11","20","*","78","*"
"93","V106","*","*","*","*","*","*","*","*","*","*","*","*","*","3.47","1.525","32.507","*","*","378.6","6.853","*","*","*","*","*","218.829","*","3.322","24.207","*","6.999","4.457","2.344","3.267","*","21.211","14.647","*","13.171","0.3174","0.835","*","*","*","158.619","*","0.213","1.949","*","96.59","85.543","0.606","*","88.347","*","32.594","*","146.635","*","*","*","*","2.008","*","*","12.924","0.841","191.78","4.455","1.154","*","57.572","*","0.299","15.105","25.76","*","23.386","2.115","82.233","*"
"94","V107","51.7","0.34","22.48","2.67","*","0.139","0.21","2.26","6.89","9.08","0.034","*","*","3.38","*","*","*","*","426","*","*","*","*","*","*","298.83","*","*","44","12.74","5","4.59","2.17","2.79","*","5","6.75","*","10.16","*","0.83","*","*","*","168.4","*","0.33","*","*","40.74","92.36","4","*","121.12","*","30.12","*","192.7","*","*","*","*","*","0.4","*","12.04","*","1757","1.81","0.9","*","63.27","*","0.32","13.04","33","*","25.92","2.04","100","603"
"95","V108","53.4","0.289","20.9","2.3","*","0.121","0.254","2.71","7.58","8.6","0.0501","*","*","2.8","*","*","*","*","402","*","*","*","*","*","*","*","2110","*","64","*","*","*","*","*","1930","11","*","*","*","*","*","*","*","*","*","*","*","*","*","36","*","*","*","117","*","*","*","175","*","*","*","1780","*","*","*","*","*","1690","*","*","*","41","*","*","*","*","*","*","*","92","694"
"96","V109","51.916","0.3374","22.687","2.6408","0.942","0.1392","0.2274","2.2772","6.858","9.129","0.0366","0.356","*","2.956","*","*","*","*","435.58","8.835","1.07","*","*","3344","0.2","268.68","*","1.66","43.2","12.907","3.9","4.1752","2.0707","2.4624","*","21.894","6.0657","*","9.69","*","0.7319","*","0.015","*","145.653","55.47","0.3106","4.756","*","42.956","85.694","2.41","*","119.39","*","27.177","*","194.29","*","*","*","1131","2.853","*","*","11.049","1.79","1713.83","1.9203","0.7812","*","59.645","1.9471","0.3046","13.427","28.84","6.639","25.415","2.024","102.6","589.3"
"97","V111","*","0.354","*","*","*","0.142","*","*","*","*","*","*","*","*","*","*","*","*","434","9.19","1.14","*","*","*","*","308","*","1.6","43.9","12.7","4.13","4.49","2.33","2.77","*","23.2","6.19","*","10.8","*","0.82","*","*","*","170","57.5","0.34","4.12","*","47.5","96.7","3.23","*","131","*","31.6","*","196","*","*","*","*","*","0.44","*","12.1","1.64","1812","2.07","0.87","*","70.6","2.53","0.34","14.2","30.9","*","27.9","2.22","97","650"
"98","V113","*","*","*","2.62","*","0.141","0.259","2.43","*","*","*","*","*","*","*","23.83","*","*","458.7","*","*","*","*","*","*","320.7","*","1.463","40.93","13.34","4.25","4.12","1.991","2.53","*","24.45","8.63","*","9.03","*","0.756","*","*","*","177.6","*","0.325","*","*","46.2","93.41","2.97","*","111.6","*","30.69","*","197.2","*","*","*","*","*","1.528","*","11.57","*","1729.8","1.98","1.074","*","67.42","*","0.324","13.75","26.67","*","26.91","2.05","79.18","579.1"
"99","V114","52.12","0.33","22.44","2.52","*","0.135","0.231","2.19","6.97","9.03","0.037","*","*","3.49","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"100","V115","51.94","0.344","22.96","2.61","*","0.14","0.2","2.24","6.68","8.67","0.033","*","*","3.4","*","*","*","*","474","*","*","*","*","*","*","302","*","1.61","57","12.2","38","3.67","*","*","*","20","*","1.18","8.18","*","0.68","*","*","*","162","46.65","*","*","*","36","117","*","*","109","*","*","*","189","*","*","*","*","*","*","*","*","*","1533","*","0.96","*","66","*","*","19","36","*","*","*","102","563"
"101","V116","51.62","0.33","22.56","2.59","*","0.13","0.2","2.2","7.19","9.05","0.04","*","*","3.33","*","*","*","*","393","*","*","*","*","*","*","291","*","*","35","*","*","*","*","*","*","*","20","*","*","*","*","*","*","*","99","*","*","*","*","*","*","54","*","117","*","*","*","226","*","*","*","*","*","*","*","*","*","2865","*","*","*","*","*","*","*","33","*","38","*","130","649"
"102","V117","51.98","0.35","22.71","2.68","*","0.174","0.06","2.33","6.98","9.69","0.04","*","*","3.3","*","22","*","*","*","*","*","*","*","*","*","100","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","60","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","200","*","*","*","*","*","*","*","*","*","*","*","*","*"
"103","V118","51.91","0.41","22.94","2.57","*","0.125","0.2","2.25","6.84","8.86","0.039","*","*","3.01","*","20.55","*","*","400","9.62","0.845","*","*","*","*","267","*","2.89","39.9","11.88","3.17","3.81","3.03","3.08","*","23.43","13.72","*","*","*","0.687","*","0.017","*","150","59.57","0.361","4.17","*","37.6","83.5","3.17","*","105.5","*","26.46","*","194","*","*","*","*","*","3.08","*","10.2","*","1704","*","1.354","*","58.8","1.834","0.342","11.52","22.27","*","27.67","2.3","79.1","583"
"104","V119","51.11","0.352","22.78","2.68","*","0.137","0.15","2.27","7.14","9.2","0.042","*","*","*","*","23","*","*","381","*","*","5","*","*","*","202.5","*","*","36","*","12","3.72","2","2.06","*","21","6.08","*","7","*","0.67","*","*","*","95.3","*","0.26","*","*","35","63.4","4","*","118","*","19.7","*","181","*","*","*","*","*","1","*","8.59","*","1588","*","0.71","*","39.11","*","0.26","8","22","*","18.3","1.66","87","614"
"105","V120","51.51","0.345","22.59","2.64","*","0.134","0.22","2.27","6.94","9.12","0.039","*","*","3.4","*","*","*","*","417","*","*","*","*","*","*","273","*","*","43","*","*","*","*","*","*","21","*","*","*","*","*","*","*","*","134","*","*","*","*","40","87","*","*","115","*","*","*","208","*","*","*","*","*","*","*","*","*","1781","*","*","*","60","*","*","20","24","*","27","*","86","602"
"106","V121","51.516","0.35","22.937","2.638","*","0.136","0.242","2.338","6.938","9.119","0.039","*","*","3.364","*","*","*","*","477","*","*","*","*","*","*","*","*","1","25","*","10","*","*","*","4510","20","*","*","6","*","*","*","*","*","*","56","*","*","*","*","*","4","*","41","*","*","*","*","*","*","*","*","*","*","*","*","*","1860","*","*","*","*","*","*","*","*","*","22","*","95","607"
"107","V122","51.41","0.319","22.12","2.599","*","0.135","0.234","2.135","6.776","9.083","0.033","*","*","3.34","*","19","*","*","393","*","*","6","*","*","*","278","2410","*","50","*","7","*","*","*","4102","20","8","3","17","*","*","*","*","*","153","*","*","*","*","39","83","9","*","115","*","*","*","196","*","*","*","1206","*","*","*","*","*","1566","*","*","*","61","*","*","7","26","*","31","*","95","551"
"108","V123","52.355","0.31","22.46","2.53","*","0.11","0.23","2.11","6.975","9.015","0.04","*","*","3.21","*","*","*","*","456","5.78","0.72","*","*","*","*","299.26","*","2","35.28","9.63","5","3.86","2.28","3.28","*","22","9.07","0.93","9.1","*","0.75","*","0.02","*","178.58","*","0.29","3.09","*","30","92.92","4","*","115","*","28.83","*","175","*","*","*","*","1.49","1.5","*","11.02","1.34","1672","0.58","1.11","0.2","60","1.74","0.3","9.71","19","5.02","22","1.94","78","580"
"109","V124","51.87","0.35","22.16","2.9","*","0.13","0.24","2.68","6.85","8.13","0.038","*","*","3","*","*","*","*","425","9.5","*","*","*","*","*","293","*","1.59","43","14","3","4.28","2.05","2.5","*","21.5","7.56","*","9.96","*","0.75","*","*","*","168","61","0.33","4.9","*","30","96","2.8","*","110","*","29.6","*","195","*","*","*","*","*","0.78","*","11.3","1.8","1470","*","0.93","*","65","1.89","0.31","13.4","31","8.3","25.8","2.06","73","560"
"110","V125","*","0.3003","22.466","2.588","*","0.14","*","2.309","6.983","8.794","*","*","*","*","*","22.1","*","*","450","*","*","2.2","*","*","*","303","1940","1.5","43.6","12.9","*","4.9","*","2.52","*","*","*","*","10.1","*","*","*","*","*","165.7","*","0.27","*","*","*","92","*","*","*","*","*","*","186","*","*","*","*","2.8","0.185","*","11.1","*","1820","1.66","0.78","*","63.9","*","*","12.6","29","6.2","*","1.94","99","610"
"111","V125.1","*","*","*","*","*","*","0.381","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"112","V126","51.43","0.35","22.08","2.69","0.88","0.139","0.223","2.302","6.9","9.1","*","1.85","*","3.59","*","24.2176","*","47","423.1815","8.1549","1.0686","*","218","3222","0.2284","295.0681","1855","1.4565","46.0943","11.9474","*","4.3006","2.0542","2.5799","4481","23.1736","7.1675","1.3609","10.1369","*","0.7701","*","*","*","158.0909","54","0.3152","4.1162","*","37.1238","89.9585","*","*","117.5355","*","29.0337","*","182.3074","*","*","*","1779","2.8165","*","0.04","11.5845","2.0753","1789.599","1.9901","0.8244","*","59.9023","*","0.2902","13.4182","26.2067","6.7447","25.3839","2.0791","108.6933","631.9766"
